,id,title,release_date,year,runtime,genres,rated,countries,actors,directors,writers,awards,box_office,ratings
457,tt0071266,Caged Heat,14 Jun 1975,1974,83,"['Action', 'Comedy', 'Drama']",R,['USA'],"['Juanita Brown', ' Roberta Collins', ' Erica Gavin', ' Ella Reid']",['Jonathan Demme'],['Jonathan Demme'],1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]"
458,tt0071270,Callan,11 Apr 1975,1974,106,"['Action', 'Crime', 'Thriller']",PG,['UK'],"['Edward Woodward', ' Eric Porter', ' Carl Möhner', ' Catherine Schell']",['Don Sharp'],"['James Mitchell (screenplay)', ' James Mitchell (novel)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
459,tt0071278,Caravan to Vaccares,28 Aug 1974,1974,98,"['Action', 'Mystery', 'Thriller']",PG,"['UK', ' France']","['David Birney', ' Charlotte Rampling', ' Michael Lonsdale', ' Marcel Bozzuffi']",['Geoffrey Reeve'],"['Alistair MacLean (novel)', ' Paul Wheeler (screenplay)', ' Joseph Forest (adaptation)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
460,tt0071292,Open Season,01 Aug 1974,1974,100,"['Action', 'Drama', 'Thriller']",R,"['Spain', ' Switzerland', ' USA', ' UK']","['Peter Fonda', ' Cornelia Sharpe', ' John Phillip Law', ' Richard Lynch']",['Peter Collinson'],"['Liz Charles-Williams (screenplay)', ' David D. Osborn (novel)', ' David D. Osborn (screenplay)', ' José Antonio Sáinz de Vicuña (only in Spanish credits)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
461,tt0071303,Chanoc en el foso de las serpientes,08 Sep 1975,1975,86,"['Action', 'Adventure', 'Drama']",,['Mexico'],"['Humberto Gurza', ' Rosalba Brambila', ' Ramón Valdés', ' Miguel Gurza']",['Gilberto Martínez Solares'],"['Adolfo Martínez Solares', ' Gilberto Martínez Solares', ' Rafael Pérez Grovas']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]"
462,tt0071316,Xiao ying xiong da nao Tang Ren jie,05 Apr 1974,1974,107,"['Action', 'Comedy']",,['Hong Kong'],"['Sylvia Chang', ' Yuet Sang Chin', ' Samuel Hui', ' Fumio Idemura']",['Wei Lo'],['Wei Lo (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
463,tt0071318,Chosen Survivors,24 May 1974,1974,99,"['Action', 'Adventure', 'Drama']",PG,"['Mexico', ' USA']","['Jackie Cooper', ' Alex Cord', ' Richard Jaeckel', ' Bradford Dillman']",['Sutton Roley'],"['Harry Spalding (screen story)', ' Harry Spalding (screenplay)', ' Joe Reb Moffly (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]"
464,tt0071319,Chou,27 May 1972,1972,92,"['Action', 'Drama']",R,"['Taiwan', ' Hong Kong']","['Ling Chia', ' Chun Yang', ' David Wei Tang', ' Chiang Chao']",['Feng-Chi Yu'],['Fung-Tzu Yang-Yue (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
465,tt0071323,Xia nan yang,01 Nov 1974,1974,88,"['Action', 'Drama']",R,"['Hong Kong', ' Philippines']","['Tony Ferrer', ' Alona Alegre', ' Dick Chan', ' Jimmy Lee']",['Chun-Ku Lu'],['Chun-Ku Lu (story & screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
466,tt0071324,The Valiant Ones,19 Feb 1975,1975,102,"['Action', 'Drama', 'History']",,"['Taiwan', ' Hong Kong']","['Feng Hsu', ' Ying Bai', ' Roy Chiao', ' Chia-Hsiang Wu']",['King Hu'],['King Hu'],1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]"
467,tt0071330,Street Law,13 Feb 1976,1974,105,"['Action', 'Thriller']",,['Italy'],"['Franco Nero', ' Giancarlo Prete', ' Barbara Bach', ' Renzo Palmer']",['Enzo G. Castellari'],"['Massimo De Rita (story)', ' Dino Maiuri (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
468,tt0071331,La città gioca d'azzardo,23 Jan 1975,1975,101,"['Action', 'Crime', 'Drama']",R,['Italy'],"['Luc Merenda', ' Dayle Haddon', ' Corrado Pani', ' Enrico Maria Salerno']",['Sergio Martino'],"['Ernesto Gastaldi (screenplay)', ' Ernesto Gastaldi (story)', ' Sergio Martino (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
469,tt0071336,The Clones,01 Aug 1973,1973,95,"['Action', 'Sci-Fi']",PG,['USA'],"['Michael Greene', ' Gregory Sierra', ' Otis Young', ' Susan Hunt']","['Lamar Card', ' Paul Hunt']","['Steve Fisher (screenplay)', ' Paul Hunt (original story)', ' Lamar Card (original story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
470,tt0071344,Loaded Guns,24 Jan 1975,1975,96,"['Action', 'Crime']",PG,['Italy'],"['Ursula Andress', ' Woody Strode', ' Marc Porel', ' Isabella Biagini']",['Fernando Di Leo'],"['Fernando Di Leo (screenplay)', ' Fernando Di Leo (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]"
471,tt0071361,Coonskin,20 Aug 1975,1975,100,"['Action', 'Animation', 'Comedy']",R,['USA'],"['Barry White', ' Charles Gordone', ' Scatman Crothers', ' Philip Michael Thomas']",['Ralph Bakshi'],['Ralph Bakshi'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
472,tt0071389,All Men Are Brothers,10 May 1975,1975,101,"['Action', 'Adventure']",,['Hong Kong'],"['David Chiang', ' Michael Wai-Man Chan', ' Yang Chang', ' Chuan Chen']","['Cheh Chang', ' Wu Ma']","['Cheh Chang', ' Guanzhong Luo (novel)', ' Kuang Ni', ' Nainan Shi (based on story by)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
473,tt0071402,Death Wish,24 Jul 1974,1974,93,"['Action', 'Crime', 'Drama']",R,"['USA', ' Canada']","['Charles Bronson', ' Hope Lange', ' Vincent Gardenia', ' Steven Keats']",['Michael Winner'],"['Brian Garfield (novel)', ' Wendell Mayes (screenplay)']",1 win & 1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '51/100'}]"
474,tt0071412,The Destructors,04 Dec 1974,1974,87,"['Action', 'Crime', 'Drama']",PG,"['UK', ' France']","['Michael Caine', ' Anthony Quinn', ' James Mason', ' Maurice Ronet']",['Robert Parrish'],['Judd Bernard'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
475,tt0071424,Dirty Mary Crazy Larry,17 May 1974,1974,93,"['Action', 'Crime', 'Thriller']",PG,['USA'],"['Peter Fonda', ' Susan George', ' Adam Roarke', ' Kenneth Tobey']",['John Hough'],"['Leigh Chapman (screenplay)', ' Antonio Santean (screenplay)', ' Richard Unekis (novel)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]"
476,tt0071437,Double Agent 73,,1974,73,['Action'],R,['USA'],"['Chesty Morgan', ' Frank Silvano', ' Saul Meth', ' Jill Harris']",['Doris Wishman'],"['Judy J. Kushner (story)', ' Doris Wishman']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]"
477,tt0071446,Da tie nu,26 May 1974,1974,85,"['Action', 'Drama']",,"['Taiwan', ' Hong Kong']","['Kang Chin', ' Nancy Yen', ' Ming Chin', ' Hung Kuan']",['Wu Ma'],['Kuang Ni (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
478,tt0071455,Earthquake,15 Nov 1974,1974,122,"['Action', 'Drama', 'Thriller']",PG,['USA'],"['Charlton Heston', ' Ava Gardner', ' George Kennedy', ' Lorne Greene']",['Mark Robson'],"['George Fox', ' Mario Puzo']",Won 1 Oscar. Another 2 wins & 7 nominations.,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '56/100'}]"
479,tt0071459,One or the Other,22 Apr 1974,1974,105,"['Action', 'Romance', 'Thriller']",,['West Germany'],"['Klaus Schwarzkopf', ' Elke Sommer', ' Jürgen Prochnow', ' Ulla Jacobsson']",['Wolfgang Petersen'],"['Horst Bosetzky (novel)', ' Manfred Purzer']",2 wins & 1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
480,tt0071509,The Florida Connection,,1976,106,"['Action', 'Drama', 'Thriller']",NOT RATED,['USA'],"['Dan Pastorini', ' June Wilkinson', ' Frank Logan', ' Edward Faulkner']",['Robert J. Emery'],"['Massey Cramer (screenplay)', ' Robert J. Emery (screenplay)', ' Bill Whitlock (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
481,tt0071512,The Flying Guillotine,01 Oct 1981,1975,105,"['Action', 'Drama']",Not Rated,['Hong Kong'],"['Kuan Tai Chen', ' Feng Ku', ' Hung Wei', ' Wu Chi Liu']",['Meng Hua Ho'],['Kuang Ni'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
482,tt0071516,Dragon Squad,01 Mar 1975,1974,100,"['Action', 'Drama']",R,['Taiwan'],"['Yu Wang', ' Yi Chang', ' Sing Chen', ' Kang Chin']",['Yu Wang'],['Kuang Ni (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
483,tt0071517,Foxy Brown,05 Apr 1974,1974,92,"['Action', 'Crime', 'Thriller']",R,['USA'],"['Pam Grier', ' Antonio Fargas', ' Peter Brown', ' Terry Carter']",['Jack Hill'],['Jack Hill'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '46/100'}]"
484,tt0071521,Freebie and the Bean,25 Dec 1974,1974,113,"['Action', 'Comedy', 'Crime']",R,['USA'],"['Alan Arkin', ' James Caan', ' Loretta Swit', ' Jack Kruschen']",['Richard Rush'],"['Robert Kaufman (screenplay)', ' Floyd Mutrux (story)']",Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,"$8,300","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]"
485,tt0071565,Godzilla vs. Mechagodzilla,01 Mar 1977,1974,84,"['Action', 'Fantasy', 'Horror']",G,['Japan'],"['Masaaki Daimon', ' Kazuya Aoyama', ' Reiko Tajima', ' Akihiko Hirata']",['Jun Fukuda'],"['Jun Fukuda', ' Masami Fukushima (story)', "" Shin'ichi Sekizawa (story)"", ' Hiroyasu Yamamura']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]"
486,tt0071568,Golden Needles,17 Jul 1974,1974,92,"['Action', 'Drama']",PG,['USA'],"['Joe Don Baker', ' Elizabeth Ashley', ' Ann Sothern', ' Jim Kelly']",['Robert Clouse'],"['S. Lee Pogostin', ' Sylvia Schneble']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
487,tt0071569,The Golden Voyage of Sinbad,25 Jan 1974,1973,105,"['Action', 'Adventure', 'Fantasy']",G,"['UK', ' USA']","['John Phillip Law', ' Caroline Munro', ' Tom Baker', ' Douglas Wilmer']",['Gordon Hessler'],"['Brian Clemens (screenplay)', ' Brian Clemens (story)', ' Ray Harryhausen (story)']",3 wins.,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]"
488,tt0071571,Gone in 60 Seconds,28 Jul 1974,1974,105,"['Action', 'Crime', 'Drama']",PG,['USA'],"['H.B. Halicki', ' Marion Busia', ' Jerry Daugirda', ' James McIntyre']",['H.B. Halicki'],['H.B. Halicki'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '56/100'}]"
489,tt0071575,The Gravy Train,16 Jun 1974,1974,94,"['Action', 'Comedy', 'Crime']",R,['USA'],"['Stacy Keach', ' Frederic Forrest', ' Margot Kidder', ' Barry Primus']",['Jack Starrett'],"['Bill Kerby', ' Terrence Malick']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]"
490,tt0071594,Hangup,01 Oct 1974,1974,94,"['Action', 'Drama']",R,['USA'],"['William Elliott', ' Cliff Potts', ' Marki Bey', ' Michael Lerner']",['Henry Hathaway'],"['Bernard Brunner (novel)', ' Lee Lazich', ' Albert Maltz']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
491,tt0071619,Shaolin Martial Arts,03 Aug 1974,1974,106,"['Action', 'Drama']",R,['Hong Kong'],"['Sheng Fu', ' Kuan-Chun Chi', ' Yi Ling Chen', ' Chia-Hui Liu']",['Cheh Chang'],"['Cheh Chang', ' Kuang Ni']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]"
492,tt0071624,Hot Summer in Barefoot County,01 Jul 1974,1974,90,"['Action', 'Comedy']",R,['USA'],"['Sherry Robinson', ' Don Jones', ' Tonia Bryan', ' Charles Elledge']",['Will Zens'],"['W. Henry Smith (story)', ' Joseph A. Alvarez (story)', ' W. Henry Smith (screenplay)', ' Joseph A. Alvarez (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]"
493,tt0071632,The Skyhawk,22 Jan 1974,1974,90,"['Action', 'Drama']",,"['Hong Kong', ' South Korea']","['Tak-Hing Kwan', ' Nora Miao', ' Hsiung Chao', ' Carter Wong']",['Chang-hwa Jeong'],['I. Fang Yeh (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
494,tt0071663,The Internecine Project,24 Jul 1974,1974,89,"['Action', 'Thriller']",PG,"['UK', ' West Germany', ' USA']","['James Coburn', ' Lee Grant', ' Harry Andrews', ' Ian Hendry']",['Ken Hughes'],"['Barry Levinson (screenplay)', ' Jonathan Lynn (screenplay)', ' Mort W. Elkind (from ""Internecine"" by)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
495,tt0071668,The Invincible Kung Fu Trio,05 Mar 1980,1974,84,"['Action', 'Drama']",,['Taiwan'],"['Fei Meng', ' John Liu', ' Chung Chien Li', ' Angela Mao']",['Kei Law'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
496,tt0071695,Lone Wolf and Cub: White Heaven in Hell,24 Apr 1974,1974,83,"['Action', 'Adventure', 'Drama']",Not Rated,['Japan'],"['Tomisaburô Wakayama', ' Akihiro Tomikawa', ' Junko Hitomi', ' Gorô Mutsumi']",['Yoshiyuki Kuroda'],"['Kazuo Koike (comic)', ' Goseki Kojima (comic)', ' Tsutomu Nakamura']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]"
497,tt0071696,Police Tactics,15 Jan 1974,1974,101,"['Action', 'Crime', 'Drama']",Not Rated,['Japan'],"['Bunta Sugawara', ' Akira Kobayashi', ' Tatsuo Umemiya', ' Toshio Kurosawa']",['Kinji Fukasaku'],"['Koichi Iiboshi (story)', ' Kazuo Kasahara (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]"
498,tt0071706,Juggernaut,25 Sep 1974,1974,109,"['Action', 'Drama', 'Thriller']",PG,"['UK', ' USA']","['Richard Harris', ' Omar Sharif', ' David Hemmings', ' Anthony Hopkins']",['Richard Lester'],"['Richard Alan Simmons', ' Alan Plater (additional dialogue)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
499,tt0071712,The Bod Squad,01 Oct 1976,1974,92,"['Action', 'Comedy']",R,"['Hong Kong', ' West Germany']","['Hua Yueh', ' Hui-Ling Liu', ' Sonja Jeannine', ' Diane Drube']","['Ernst Hofbauer', ' Chih-Hung Kuei']",['Yi Hsun Cheng'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
500,tt0071724,Kontrabanda,15 Jan 1976,1975,88,['Action'],,['Soviet Union'],"['Vsevolod Abdulov', ' Grigoriy Gay', ' Igor Klass', ' Rafael Kotanjyan']",['Stanislav Govorukhin'],['Stanislav Govorukhin'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
501,tt0071729,Kung Fu Inferno,,1973,92,"['Action', 'Drama']",,"['Taiwan', ' Hong Kong']","['Yi Kuei Chang', ' Hui Lou Chen', ' Kuang Chen', ' Chiang Han']",['Hung Min Chen'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
502,tt0071788,Macon County Line,28 Sep 1975,1974,89,"['Action', 'Drama', 'Romance']",R,['USA'],"['Alan Vint', ' Cheryl Waters', ' Geoffrey Lewis', ' Joan Blackman']",['Richard Compton'],"['Max Baer Jr. (story written by)', ' Max Baer Jr. (screenplay)', ' Richard Compton (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]"
503,tt0071807,The Man with the Golden Gun,20 Dec 1974,1974,125,"['Action', 'Adventure', 'Thriller']",PG,['UK'],"['Roger Moore', ' Christopher Lee', ' Britt Ekland', ' Maud Adams']",['Guy Hamilton'],"['Richard Maibaum (screenplay)', ' Tom Mankiewicz (screenplay)']",2 wins & 1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '43/100'}]"
504,tt0071820,Master Samurai,18 Sep 1974,1974,91,['Action'],,"['Hong Kong', ' Philippines']","['Christopher Mitchum', ' Von Serna', ' Larry Chiu', ' Romeo Rivera']","['Cesar Gallardo', ' Jun Gallardo']","['Oden L. Amurao', ' Bobby A. Suarez', ' Bobby A. Suarez']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
505,tt0071824,McQ,06 Feb 1974,1974,111,"['Action', 'Crime', 'Drama']",PG,['USA'],"['John Wayne', ' Eddie Albert', ' Diana Muldaur', ' Colleen Dewhurst']",['John Sturges'],['Lawrence Roman'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]"
506,tt0071836,Metralleta 'Stein',27 Jan 1975,1975,106,"['Action', 'Crime', 'Drama']",,['Spain'],"['John Saxon', ' Francisco Rabal', ' Blanca Estrada', ' Frank Braña']",['José Antonio de la Loma'],['José Antonio de la Loma'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
507,tt0071854,Moonrunners,14 May 1975,1975,110,"['Action', 'Comedy']",PG,['USA'],"['James Mitchum', ' Kiel Martin', ' Arthur Hunnicutt', ' Chris Forbes']",['Gy Waldron'],['Gy Waldron'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
508,tt0071866,Mr. Majestyk,17 Jul 1974,1974,103,"['Action', 'Crime', 'Drama']",PG,['USA'],"['Charles Bronson', ' Al Lettieri', ' Linda Cristal', ' Lee Purcell']",['Richard Fleischer'],['Elmore Leonard'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '55/100'}]"
509,tt0071887,Na Cha the Great,27 Sep 1974,1974,90,"['Action', 'Adventure', 'Fantasy']",,"['Taiwan', ' Hong Kong']","['Sheng Fu', ' Man-Tzu Yuan', ' Hark-On Fung', ' Ti Lu']",['Cheh Chang'],"['Cheh Chang', ' Kuang Ni']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
510,tt0071899,The Immortals,23 Dec 1974,1974,103,"['Action', 'Adventure', 'History']",,['Romania'],"['Amza Pellea', ' Ion Besoiu', ' Ilarion Ciobanu', ' Sergiu Nicolaescu']",['Sergiu Nicolaescu'],"['Sergiu Nicolaescu (film adaptation)', ' Titus Popovici (screenplay Dupa Furtuna)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]"
511,tt0071902,Newman's Law,21 Aug 1974,1974,98,"['Action', 'Crime', 'Thriller']",PG,['USA'],"['George Peppard', ' Roger Robinson', ' Eugene Roche', ' Gordon Pinsent']",['Richard T. Heffron'],['Anthony Wilson'],1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
512,tt0071923,Nosutoradamusu no daiyogen,13 Jul 1979,1974,90,"['Action', 'Sci-Fi']",,['Japan'],"['Tetsurô Tanba', ' Toshio Kurosawa', ' Kaoru Yumi', ' Yôko Tsukasa']",['Toshio Masuda'],"['Michel de Nostredame (book)', ' Ben Gotô (story)', ' Toshio Yasumi (screenplay ""Sekai Daisenso"")', ' Yoshimitsu Banno']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
513,tt0071930,The Dragon Tamers,15 Mar 1975,1975,107,"['Action', 'Drama']",,['Hong Kong'],"['James Tien', ' Carter Wong', ' Chang-suk Kim', ' Han Jae Ji']",['John Woo'],['John Woo'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
514,tt0071956,Written Off,29 Apr 1974,1974,88,"['Action', 'War']",,['Yugoslavia'],"['Dragan Nikolic', ' Vojislav Brajovic', ' Predrag Manojlovic', ' Vladan Holec']",['Aleksandar Djordjevic'],"['Dragan Markovic', ' Sinisa Pavic (dialogue)']",,,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]"
515,tt0071973,Hell River,01 Dec 1978,1974,102,"['Action', 'Drama', 'Romance']",PG,"['Yugoslavia', ' USA', ' Liechtenstein']","['Rod Taylor', ' Adam West', ' Brioni Farrell', "" Velimir 'Bata' Zivojinovic""]",['Stole Jankovic'],"['Howard Berk', ' Stole Jankovic', ' Stole Jankovic (original story)', ' Howard Berk (original story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
516,tt0072003,Black Power,09 Nov 1975,1975,89,"['Action', 'Drama']",,"['Venezuela', ' Mexico']","['Héctor Suárez', ' Lila Morillo', ' Mil Máscaras', ' Ignacio Navarro']",['Alfredo B. Crevenna'],"['Alfredo B. Crevenna (screenplay)', ' Alfonso Morones A.', ' Roberto Rodríguez (screenplay)', ' Roberto Rodríguez (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
517,tt0072006,Policewomen,08 Feb 1974,1974,90,"['Action', 'Crime', 'Romance']",R,['USA'],"['Sondra Currie', ' Tony Young', ' Phil Hoover', ' Elizabeth Stuart']",['Lee Frost'],"['Lee Frost', ' Wes Bishop']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
518,tt0072007,What Have They Done to Your Daughters?,18 Mar 1977,1974,96,"['Action', 'Crime', 'Thriller']",R,['Italy'],"['Giovanna Ralli', ' Claudio Cassinelli', ' Mario Adorf', ' Franco Fabrizi']",['Massimo Dallamano'],"['Massimo Dallamano (screenplay)', ' Ettore Sanzò (screenplay)', ' Ettore Sanzò (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
519,tt0072008,La polizia ha le mani legate,27 Mar 1975,1975,95,"['Action', 'Crime', 'Drama']",,['Italy'],"['Claudio Cassinelli', ' Arthur Kennedy', ' Franco Fabrizi', ' Sara Sperati']",['Luciano Ercoli'],"['Mario Bregni (story)', ' Gianfranco Calligarich (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
520,tt0072010,"Shoot First, Die Later",22 Mar 1974,1974,94,"['Action', 'Crime', 'Thriller']",Not Rated,"['Italy', ' France']","['Luc Merenda', ' Richard Conte', ' Delia Boccardo', ' Raymond Pellegrin']",['Fernando Di Leo'],"['Fernando Di Leo (screenplay)', ' Sergio Donati (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
521,tt0072012,Turn the Other Cheek,21 Dec 1974,1974,89,"['Action', 'Adventure', 'Comedy']",PG,"['Italy', ' France']","['Terence Hill', ' Bud Spencer', ' Jean-Pierre Aumont', ' Robert Loggia']",['Franco Rossi'],"['Rodolfo Sonego (story)', ' Augusto Caminito', ' Franco Rossi', ' Fausto Saraceni', ' Gianfranco Clerici', ' Nino Marino']",2 wins.,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
